用户名,UID,IP归属地,楼层,时间,评论内容
全世之座刻法勒,5881501,福建,2364,2025-06-17 12:27:25,翁法罗斯符号翻译为pay the next feast be eternal(愿下一场盛宴永不结束)
QIQILvs,82050630,河北,2362,2025-06-17 12:27:21,嘿嘿，黑丝大姐姐~(¯▽¯~)~
欧洲人er,281820318,广东,2361,2025-06-17 12:27:20,希儿加素裳？
苍夜星海,168217776,湖南,2360,2025-06-17 12:27:19,有一点李素裳加芽衣的感觉
荀染,297203285,浙江,2359,2025-06-17 12:27:19,嘶，怎么说，跟我想象中出入有点大（扶额苦笑）感觉是素裳+希儿+灵砂
ZY159357,424385713,江苏,2357,2025-06-17 12:27:15,李素裳的脸，灵砂的动作，大黑塔和希尔的衣服
zJFsSOKroYcwquJlnte,272318516,广东,2356,2025-06-17 12:27:14,一股原味
w未来如风,372953897,广东,2354,2025-06-17 12:27:12,素裳你怎么穿希儿的衣服
极夜枭,363181694,山东,2352,2025-06-17 12:27:12,我怎么越看越像后崩芽衣呢
溯泅洄游,345482327,福建,2353,2025-06-17 12:27:12,头有点大是可以说的吗，整体还好啦，就是没有达到预期，感觉海瑟音这个名字更加清透和蓝一些，可能就是不对预期吧，单纯就这个立绘来说，期待建模好看！
是情意,393822994,安徽,2351,2025-06-17 12:27:08,隔壁李素裳？？？
MupdlVwJGfZg,173851455,湖南,2350,2025-06-17 12:27:08,那一晚，希儿，素裳，灵砂都喝醉了
那菈繁星,321965491,河南,2349,2025-06-17 12:27:07,这脸怎么这么像素裳
天州,342533055,山东,2348,2025-06-17 12:27:07,原来不止我觉得像李素裳啊
名井沙丁,338846058,上海,2347,2025-06-17 12:27:06,这是希儿和灵砂的孩子吗？
纳西妲的玉足啊,444300639,浙江,2344,2025-06-17 12:27:02,事到如今了……只能祝各位开拓者抽海瑟音十连双金了
一只鲶鱼精,75839881,辽宁,2342,2025-06-17 12:27:00,好美啊
Visca',17750960,上海,2341,2025-06-17 12:26:59,希儿+素裳？不过黑丝是好文明
言溪希,286152605,湖南,2340,2025-06-17 12:26:59,咦，20分钟前发的，为什么在主页看不见呢，现在主页还是前瞻的消息？
风夜刃影,74833500,湖南,2339,2025-06-17 12:26:59,梅？凯文（白厄），你对象
大捷狐狸,160451906,江西,2338,2025-06-17 12:26:58,李素裳可还行
一个路过的西瓜,281335218,福建,2337,2025-06-17 12:26:58,剑骑？你也要挑战命运吗？
卧槽可以,10812103,安徽,2336,2025-06-17 12:26:58,这配色不量子？
midorimomo,299490879,山东,2334,2025-06-17 12:26:56,白露：不是，你？
蓝色夏天,149473336,,2333,2025-06-17 12:26:55,这冰丝袖😍
小白椰耶,336491038,河南,2331,2025-06-17 12:26:54,啊?
洛天凪,294789547,云南,2330,2025-06-17 12:26:53,嗨丝还是战损，哦哦哦哦
从头到脚就是帅,359545842,河北,2329,2025-06-17 12:26:53,在海里穿丝袜和长筒靴，那么……坏了，我被方舟感染了
写进故事的篇章,449464687,四川,2327,2025-06-17 12:26:53,SP三月七在哪
龙龙阿龙,321982710,广东,2326,2025-06-17 12:26:53,菱纱+希儿
情瀮,72854209,广东,2323,2025-06-17 12:26:52,希儿的衣服素裳的脸么
苹果箱,213638261,河南,2322,2025-06-17 12:26:51,这个配色，好希儿哦
龙鳞板,300742792,广西,2320,2025-06-17 12:26:49,又是经典构型，真省钱
钟爱美女,377209384,福建,2319,2025-06-17 12:26:48,李素裳
克拉拉的坷垃垃,279189618,云南,2317,2025-06-17 12:26:46,一点没有剪影好看
waxkhhh,328156326,北京,2316,2025-06-17 12:26:46,好好看！
月光雨,278070555,安徽,2315,2025-06-17 12:26:46,不是，这是米哈游第一个前瞻之前就放出的角色吧，好好好，规矩就是用来打破的是吧
逐火萤似星光,6040425,安徽,2314,2025-06-17 12:26:45,海的女儿
Unihc,333624969,江苏,2313,2025-06-17 12:26:45,能确定是打dot的吗
ljw陌陌,317831291,湖北,2312,2025-06-17 12:26:44,林朝雨？？
氷雫春希,374939910,四川,2311,2025-06-17 12:26:44,海海，要组一辈子dot队哦
不在叭,418399627,吉林,2310,2025-06-17 12:26:43,不是物理角色要崛起了啊
王Y,297052314,河南,2307,2025-06-17 12:26:40,好好好
积极性你不休假,157047234,广西,2306,2025-06-17 12:26:40,蕾耶拉？
柚柚柠,408258248,广东,2303,2025-06-17 12:26:36,没点开之前我感觉有点像花火，点开后又有点素裳，又有点像灵莎
普通的胡桃厨,351549619,广东,2302,2025-06-17 12:26:36,Helektra的原型应该是希腊神话Electra吧（希腊语h不发音）
宋东京,11337872,重庆,2301,2025-06-17 12:26:35,计划有变
付雪之下,29883960,山东,2300,2025-06-17 12:26:35,真像李大枕头
张慎展,433227392,山东,2299,2025-06-17 12:26:34,感觉必须要拿下了啊
摆摆猫,380454124,湖北,2298,2025-06-17 12:26:31,她之前听说自己要加入dot队，吓的自杀了，结果还是被拉回来了
号非是号的问题不是人,78151465,江西,2297,2025-06-17 12:26:30,我觉得像阮梅
四知矣,293541493,甘肃,2296,2025-06-17 12:26:30,这个脸和发型……真的不是李素裳吗？
既菜还爱玩,192134048,河南,2295,2025-06-17 12:26:30,长的像素裳，裙子像希儿
虚幻速递,81471106,云南,2294,2025-06-17 12:26:27,计划有变
普罗旺斯基,299735033,天津,2293,2025-06-17 12:26:26,希儿+素裳+灵砂
所依依依依,332036708,天津,2291,2025-06-17 12:26:26,这不就是素裳吗？
A星琼批发银河球棒侠,415749700,江苏,2289,2025-06-17 12:26:25,怎么有点像斗罗大陆里七圣柱海斗罗里的那啥。
天月將白o,169738181,山东,2288,2025-06-17 12:26:24,李素裳？
你要是开GTR早就死了,342869410,河南,2287,2025-06-17 12:26:24,谁家李大枕头
辰辰吃掉星星,287163180,甘肃,2285,2025-06-17 12:26:23,感觉肚子上的衣服有种希儿的感觉
碚溟,404307929,福建,2284,2025-06-17 12:26:23,提问:她和白厄一个版本上吗？！
崩铁亅宝宝巴士,270433377,辽宁,2283,2025-06-17 12:26:21,嗨丝耶，真不错
伊紫沫,427819142,河南,2282,2025-06-17 12:26:19,一开始还以为是蓝紫头发呢www
水弦siN6leFigHter,84460702,江苏,2280,2025-06-17 12:26:18,怎么配色这么像希儿
瓶子QvQ,426626420,湖南,2279,2025-06-17 12:26:17,dot玩家该哭弱了
k月上猫24,83512581,福建,2278,2025-06-17 12:26:17,下一个是谁
我的希儿一辈子吧,266651720,广东,2277,2025-06-17 12:26:15,这个不是崩三那个谁吗？瑟蕾拉还是啥来着
IFeelCOKE,8659741,河北,2276,2025-06-17 12:26:14,这游戏模型和原画长得根本不是一个样
玉玺青煜,288515080,四川,2275,2025-06-17 12:26:14,我老婆来了
呆萌满天,378775202,浙江,2274,2025-06-17 12:26:13,真好看
LightLLL,425816246,安徽,2273,2025-06-17 12:26:12,感觉不是一个画风的
M1rla,282463297,浙江,2272,2025-06-17 12:26:11,物理虚无，这可真是虚无大c了，其实我觉得虚无应该更需要一个类似模拟宇宙的dot伤害百分比转换成回血的奶妈，顺带拐点伤害的，总不能塞三个dot手各打个各的吧
荆溪秀烁,276122314,河北,2271,2025-06-17 12:26:10,好看
东方千灯,80886682,山东,2269,2025-06-17 12:26:10,大黑塔 芽衣 希儿 素裳的合体
故意上钩的彦宝,277347569,广东,2265,2025-06-17 12:26:03,我去大薇，这下不得不抽了
玖毅点,290682569,,2263,2025-06-17 12:26:03,希儿：布洛妮娅，你相信我，我没和李大枕头出轨
苏苏超级超级无敌犀利,72369159,广西,2260,2025-06-17 12:25:59,衣服有点希儿的感觉
金花show,4820765,重庆,2259,2025-06-17 12:25:57,海洋灵砂
文弱但落叶K,273198359,河北,2258,2025-06-17 12:25:57,有点像阮梅
奈亚子-格里芬,161766713,山东,2256,2025-06-17 12:25:55,上半身裳裳，下半身希儿？
常陆桃花,240319352,陕西,2251,2025-06-17 12:25:52,素裳？？？？？
洛洛圆圆,389731036,江苏,2248,2025-06-17 12:25:51,不知道为什么，我感觉被照骗了
落屿笙,298469681,江西,2246,2025-06-17 12:25:51,完了，cv是塞西莉亚，是岳母大人，这还是一个崩坏的IP（doge.
再问真的就烦了,160556347,湖北,2245,2025-06-17 12:25:50,之前看剪影以为是FGO的CBA那样的，这是能说的吗
莴响,326123701,四川,2244,2025-06-17 12:25:47,我们dot有救了
一只大哈鱼走上岸,298248650,湖北,2241,2025-06-17 12:25:43,好看！
不会再给马哈鱼氪一分,297759453,江西,2239,2025-06-17 12:25:42,我管你这那的，老婆老婆老婆
乖儿子呀,357913057,河北,2237,2025-06-17 12:25:41,希儿＋素裳？
醉卧沙场hse,331067783,黑龙江,2236,2025-06-17 12:25:41,芜湖
Supercurrent,287110991,山东,2233,2025-06-17 12:25:40,给怪加血也抽
therechara233,382623670,湖南,2231,2025-06-17 12:25:39,有点惊艳了
原神星铁暮雨尘,188283508,福建,2230,2025-06-17 12:25:38,希望能把dot救一下
残噤,389086827,安徽,2228,2025-06-17 12:25:38,怎么穿着希儿的衣服口牙（dog）
祠肆,310673029,湖北,2227,2025-06-17 12:25:37,你怎么穿着希儿的衣服
你就让我过去吧,384393294,福建,2226,2025-06-17 12:25:36,有点怪，感觉和剪影气质差好大
卡提塞多纳,258922112,浙江,2225,2025-06-17 12:25:34,崩铁，这个我是真的想要啊！
且听明,83440420,河北,2222,2025-06-17 12:25:30,老婆老婆老婆！！！！
时运眷我,313123295,上海,2221,2025-06-17 12:25:27,"海列屈拉：还是叫我海瑟音吧。
赛法利娅：还是叫我赛飞儿吧。
阿那克萨戈拉斯：别叫我那刻夏！"
opmop1,401922782,河南,2219,2025-06-17 12:25:25,你怎么穿着希儿的衣服？
Hielloow,298518196,江苏,2218,2025-06-17 12:25:24,太好了是物理虚无...dot...我的dot....是不是有救了...
劍十三,5271767,柬埔寨,2217,2025-06-17 12:25:17,第一眼我还以为素裳呢
仙无语,350020386,浙江,2215,2025-06-17 12:25:16,老婆 给我双金
诗雨星夕,291550584,陕西,2214,2025-06-17 12:25:16,这不阮梅的脸嘛
顾弥夏,80906738,山西,2212,2025-06-17 12:25:15,希儿配色的素裳，配音是塞西莉亚/羽兔
小荼儿,248987135,贵州,2211,2025-06-17 12:25:14,素裳你怎么穿着希儿的衣服
惜约,278242830,广东,2210,2025-06-17 12:25:14,咋感觉有点像后崩芽衣嘞？
Naooomii,286593159,北京,2209,2025-06-17 12:25:14,希儿的衣服下摆和素裳的脸
白莲味绿茶,276695820,广西,2208,2025-06-17 12:25:12,我去好看 计划有变 跳白厄
帽子蛞蝓君,389816955,河北,2207,2025-06-17 12:25:12,姐姐，姐姐，我是你的狗🐶，姐姐，我是你的狗🐶
湟老师的猫,273171261,浙江,2204,2025-06-17 12:25:07,这模样，这身段，似曾相识，疑是故人来
把阮梅抱怀里,159485475,江苏,2203,2025-06-17 12:25:07,斯哈斯哈，舔舔舔舔舔舔舔舔舔舔舔舔舔
一杯冰镇白桃汽水,76108239,山东,2202,2025-06-17 12:25:05,感觉像是素裳穿了希尔的衣服摆出了灵砂的动作
茨安安,315758529,江苏,2200,2025-06-17 12:25:05,一眼过去好多人啊
只会喵喵喵de喵,81409102,陕西,2199,2025-06-17 12:25:05,素裳 希儿 静流 后崩芽衣 嘶
叔叔我风韵犹存,405552423,辽宁,2197,2025-06-17 12:25:03,翁星的角色手画的都特别别扭，正常人哪个手指头能曲成那种锐角
IsobelLi,200802101,上海,2196,2025-06-17 12:25:02,所以她也是从上一个时代就一直存活得半神？
浅草一夏,407959857,广东,2195,2025-06-17 12:25:00,啊？
宵宫姐姐倒拔垂杨柳,334566899,四川,2194,2025-06-17 12:24:58,你怎么偷穿希儿的衣服
养了鱼,426464016,浙江,2193,2025-06-17 12:24:58,一股希儿加佩拉加李大枕头的感觉
长冇陂塘,349776310,广西,2192,2025-06-17 12:24:57,好美好美
花心心海,337854285,上海,2191,2025-06-17 12:24:56,缝合怪
凤兮九天,283766909,福建,2189,2025-06-17 12:24:50,哇哦
euxjejcjsjdjdjdjfjdj,404678153,黑龙江,2188,2025-06-17 12:24:49,李大枕头
秽土转生到了新艾利都,431366332,黑龙江,2186,2025-06-17 12:24:47,这不就是素裳吗
秋稚水,275269584,安徽,2185,2025-06-17 12:24:45,这是打赢复活赛了？
1老实人,225843638,广东,2183,2025-06-17 12:24:44,李大枕头偷穿她妈的衣服
十除四余二,353286045,福建,2182,2025-06-17 12:24:44,期待期待
oBUBBLEo,205823142,山东,2181,2025-06-17 12:24:43,其实以现在dot队的强度来看，就算给buff给环境也未必伤害就能比得上现在的几支强队，所以不玩dot的玩家不用很担心啦
wjj偶尔的神,395377112,云南,2180,2025-06-17 12:24:43,真昼老婆的cv
御姐柜里少年郎,197513510,湖南,2177,2025-06-17 12:24:42,丝袜破了，给我，我会补，我技术好
哈哈xxxhh,300192791,河南,2176,2025-06-17 12:24:41,我们都dot队又有新人了
抽不到温迪我不改名,337508440,广东,2175,2025-06-17 12:24:40,
潜水的柠檬,385543628,广东,2174,2025-06-17 12:24:40,据小道消息，饮月师从海瑟音后，才学会了海裂去啦的技能
程北词,261353919,浙江,2173,2025-06-17 12:24:39,素裳穿了希儿的衣服借了白露的背景墙学着灵砂摆动作显露出阮梅的气质~
℡南音。,34775269,浙江,2172,2025-06-17 12:24:39,计划有变
我家阿离烬染不夜,80599390,四川,2171,2025-06-17 12:24:38,3.0PV一见着迷，你终于要来了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
君清绫雨,346436496,山东,2170,2025-06-17 12:24:37,嘶，这dot也不是不能玩
个个根深蒂固,410756116,四川,2167,2025-06-17 12:24:34,你这丝袜破了，你脱下来？我帮你补补
仄临,305651141,陕西,2164,2025-06-17 12:24:31,那一天…她们都断片了
素竹地之池,291119885,广东,2163,2025-06-17 12:24:27,好美
筱墨无心,198015637,广东,2162,2025-06-17 12:24:27,一开始弹出来的时候看错了，以为是素裳穿了希儿的衣服
追月楠木,139902766,重庆,2161,2025-06-17 12:24:27,"芽衣的眼神，素裳的脸，希儿的衣服，大黑塔的黑丝
可以简称究极拼好人，哈哈哈哈"
忘川若水,269394199,江苏,2160,2025-06-17 12:24:26,这黑丝，真好看
砍树伐木真君,278330378,河北,2159,2025-06-17 12:24:25,大型连续剧《只需等待》
琉璃安瑾,242513480,江苏,2158,2025-06-17 12:24:24,很漂亮，有点像灵纱嘛
kuKyzLskKKKyfA,200498917,湖南,2157,2025-06-17 12:24:24,除了她还有角色立绘要放吗
想凤凤吖,335338028,海南,2156,2025-06-17 12:24:23,这衣服是找希儿要的嘛
sllzyyds,339842418,广东,2154,2025-06-17 12:24:21,我嘞个逗，虚无！
饺子皮芒果馅,418307803,宁夏,2153,2025-06-17 12:24:20,希尔➕黄泉➕灵砂
是羽猫呀,306580223,广东,2152,2025-06-17 12:24:20,不是陨落了吗
雨琦星,348984464,江苏,2151,2025-06-17 12:24:19,may the next feast be eternal愿下一场盛宴永恒
朝朝如念o,421258211,山东,2150,2025-06-17 12:24:19,听说是dot拐，怎么个拐法？盲猜一波dot伤害可暴击
阿与呀,368245779,广东,2149,2025-06-17 12:24:18,额..哦…啊
没前途移民,444567749,浙江,2147,2025-06-17 12:24:16,阿雅白月光来也
CoolCatt,313566537,广东,2146,2025-06-17 12:24:15,成女，充了
原胚一枚,338976349,安徽,2144,2025-06-17 12:24:15,感觉很像海底女妖啊
抓住那一抹萤火,300197582,江苏,2143,2025-06-17 12:24:14,崩铁是对的，我要抽这个
舰长再氪一单,142974847,浙江,2142,2025-06-17 12:24:14,那一天的素裳，素裳起来
49464945,383933367,湖南,2141,2025-06-17 12:24:13,衣服样子不艾特一下
请叫我洛轩凡,349151731,广东,2140,2025-06-17 12:24:13,素裳？
想要芋泥波波奶茶,285984406,广东,2139,2025-06-17 12:24:12,梦见月瑞幸小姐
游翘,386311182,广东,2138,2025-06-17 12:24:12,好眼熟的脸
景墨kikig,287063798,山东,2136,2025-06-17 12:24:11,那一天李素裳希儿长光都喝醉了。
今天好困困,310063642,云南,2135,2025-06-17 12:24:10,跟希儿一个色系
演黎,445732706,湖南,2134,2025-06-17 12:24:10,神秘dot女子㊙️㊙️来到我的dot队
北极星ui,81911306,辽宁,2132,2025-06-17 12:24:08,DOT不许等待了
复梦嗟失,381687626,广东,2131,2025-06-17 12:24:07,原来不止我一个人觉得像李素裳啊
陆羽尘,106710096,广东,2130,2025-06-17 12:24:06,跟剪影的气质也差太多了，等等看建模吧
J界过G,13972823,江苏,2128,2025-06-17 12:24:06,错觉吗？为什么我感觉像后蹦的芽衣
万物皆由我,358841174,北京,2127,2025-06-17 12:24:04,我可能看攻略视频看的有点神经错乱了，所以这个美女姐姐是卡妈的队友吗？
自己的关自己过,428262275,福建,2125,2025-06-17 12:24:02,物理终于要崛起了吗
澹台妙弋,217045967,湖北,2124,2025-06-17 12:24:02,怎么感觉把希儿衣服裁了穿上的
Lighttime,403837286,江西,2123,2025-06-17 12:24:01,新的黄金裔！终于来了！
天行R,305726413,,2121,2025-06-17 12:24:01,物理虚无
婉晓笙,376701078,贵州,2120,2025-06-17 12:23:59,刚好3.4全跳了
辻宁,275455197,山东,2119,2025-06-17 12:23:59,素裳阮梅的结合体穿着希儿的衣服？
春风纪行,191501630,广东,2118,2025-06-17 12:23:58,吃
不知名呢,350101858,江西,2117,2025-06-17 12:23:57,权威就是靠在珊瑚上，也有点像珊瑚
hirto,275762599,辽宁,2115,2025-06-17 12:23:56,计划有变
chemsk,381316781,广东,2116,2025-06-17 12:23:56,居然是物理吗
队友带带我,351330334,辽宁,2114,2025-06-17 12:23:55,这装扮不太像翁法罗斯啊
棘枭,297685153,湖南,2113,2025-06-17 12:23:55,所以会更新斯缇科西亚的白日地图对吧
哈槽一号,312793079,广东,2112,2025-06-17 12:23:54,其实海报没出来，我以为会更像伊甸
